Protein ID	WT1	KO1	WT2	KO2	WT3	KO3	WT4	KO4	WT5	KO5	WT6	MT...49	MT...50	MT...51	MT...52	MT...53
Q8K0C8	6106.7773	3786.5999	7670.4575	5601.3257	5492.6855	3600.7695	5619.084	3988.9285	6823.1079	3199.6172	5447.2271	0	0	0	0	0
Q8K0C9	7721.5254	6946.5967	8562.8525	8890.5605	6922.0181	11557.1855	8036.0825	5592.8574	9384.3721	7554.2944	6056.8013	0	0	0	0	0
Q8K0D5	110757.639	60834.5352	138160.906	94199.9518	96737.5776	41110.3553	110124.9989	68301.2651	110622.2204	39273.2744	91244.5677	1044.3445	1276.6374999999998	0	0	0
Q8K0D7	4821.9004	3718.8662	5304.9463	5162.3726	3718.7905	4551.1538	4592.3164	4579.4028	4648.1777	4539.4194	3332.2986	0	0	0	0	0
Q8K0E8	123255.0475	200194.6102	211739.2633	183517.6655	140298.2608	812805.5856999999	137380.8758	258847.5969	242738.0135	609811.4696	125426.3123	19955.3968	0	0	0	0
Q8K0G5	17785.627399999998	12254.7876	23670.053699999997	15980.1611	14764.120599999998	11481.323199999999	17763.3857	12256.598600000001	17377.249	9100.7976	15626.1656	0	0	0	0	0
Q8K0G8	3196.2402	2226.0596	4273.8628	3437.0066	2600.1812	1940.1447	2832.7212	2157.8647	2676.3967	1769.9373	2486.1555	0	0	0	0	0
Q8K0L3	2890386.6506	1339033.8236	3472883.5146	2466362.7953	3144049.6265	739883.6002	3039486.0574	1911137.2284	2574746.6915	832220.064	2597775.3295	16740.6464	37233.479400000004	0	0	0
Q8K0P3	0	242.4992	542.6796	0	296.5412	0	0	0	482.1002	244.6388	0	0	0	0	0	0
Q8K0Q5	107174.3702	80444.5781	149803.9693	112382.8643	103287.231	70090.572	110607.3247	90075.0884	116842.8594	67777.5919	96649.78839999999	1256.2848	1240.3582	0	0	0
Q8K0T4	4696.1685	3464.5132	6568.7573	4795.8091	3736.8965	4187.5386	3959.2219	3646.1658	5515.063	3344.0652	3362.293	0	0	0	0	0
Q8K0U4	60524.8905	45315.5711	78118.3485	59115.7028	60832.5864	47072.0785	64983.885	46212.2567	55263.979699999996	34097.2399	50192.7969	489.8961	588.1086	0	0	0
Q8K0V4	3646.5142	2931.9421	4572.501	2541.1133	3121.5066	2248.8652	2652.271	2456.6736	2972.405	2200.7312	2539.0532	0	0	0	0	0
Q8K114	16749.1543	14156.458	23551.9277	18228.8457	17049.1602	15583.8496	17375.3672	16522.9316	17044.6973	13861.2061	13828.5957	696.3232	0	0	0	0
Q8K124	48828.871	59724.331999999995	62072.646	55516.240300000005	36654.534700000004	73342.9062	41175.0303	51412.5566	50936.9517	59959.8213	36129.8422	2370.3129	1058.8593999999998	0	0	0
Q8K154	10488.8716	7783.2045	13597.2348	9287.611799999999	9798.8144	7743.939899999999	11304.4409	6528.0569	9934.5283	4870.0291	9413.121599999999	0	0	0	0	0
Q8K157	52448.4332	30641.0327	65017.9194	41384.9722	42957.4961	23433.5296	55239.932199999996	30920.1507	50464.022899999996	20216.1508	44338.7103	0	0	0	0	0
Q8K182	29595.991199999997	86709.2374	40703.603500000005	64127.183600000004	27938.21	104265.44529999999	33537.832	83267.4581	39340.6269	104077.9062	18391.8125	1108.6228	0	219.6964	0	0
Q8K183	128156.897	54043.179299999996	146401.6073	111757.5844	102237.7488	92758.0517	113870.002	65978.2601	118036.8262	63453.5085	113003.3287	673.4709	0	0	0	0
Q8K190	2586.2964	1519.2666	3268.3445	2504.4934	1726.0034	1644.0541	2519.4465	2379.8804	2077.7625	1611.3582	2052.0195	0	0	0	0	0
Q8K1A5	3614.7756	2980.7251	4492.0591	3760.6416	3472.8152	3618.1436	3729.3501	2113.3579	5005.3115	2650.4302	2974.6399	0	0	0	0	0
Q8K1A6	14587.1308	12767.6465	18203.9121	15169.4009	12400.122599999999	15087.8072	13462.6645	11030.8667	15001.093700000001	11529.3044	11356.5405	0	0	0	0	0
Q8K1B8	30707.6137	29755.841200000003	31129.859800000002	30999.0151	24845.9786	55894.3491	24613.8492	31784.0109	33373.3782	32570.177499999998	23576.8266	943.5937	0	0	0	0
Q8K1E0	11480.562	7616.7417000000005	13011.4604	10556.507	10178.3163	7835.0958	9657.4095	7893.4343	10875.5911	8078.788699999999	8570.3161	378.1647	0	0	0	0
Q8K1G2	14139.5195	9318.5547	18004.4707	13177.2305	14524.3145	14411.9082	14589.8262	11101.8457	15264.0791	8291.4453	12705.3789	441.8277	0	0	0	0
Q8K1I3	3020.2378	2501.0242	5643.9932	3837.0715	3524.1543	2486.0972	3381.6663	2643.8806	3845.1724	1862.0439	2789.1636	0	0	0	0	0
Q8K1I7	4955.689	6096.1929	6231.3218	6229.1743	3399.533	8580.8994	3934.0369	6491.2544	5143.082	5692.71	3063.0242	0	0	0	0	0
Q8K1J6	10426.349600000001	9162.9646	14671.5854	12996.9771	12189.060099999999	9561.2749	14306.045399999999	10528.5234	13149.7271	6865.0815	9807.1533	251.1722	0	0	0	0
Q8K1M6	108904.5843	65243.6199	148386.8425	95439.4818	98116.9037	60777.6145	107584.1058	76055.376	111722.9038	54299.4884	86512.74650000001	1309.6548	2258.2138	0	0	0
Q8K1N1	55527.2814	33658.4903	67714.4268	46511.414	44301.4687	27653.9267	50494.5977	36142.9868	49750.8554	23589.8147	41863.001000000004	0	541.4533	0	0	0
Q8K1N2	116003.58350000001	108593.6883	146420.3701	133639.9791	101705.811	108644.9861	115825.4267	114416.065	119218.3005	97619.0794	96112.8428	3024.1022	1746.5436	612.0763	0	0
Q8K1N4	4668.5249	4289.4863	5347.7393	4807.3379	4572.481	3557.6213	3423.7598	2954.1926	4407.0366	4007.0022	3118.7646	0	0	0	0	0
Q8K1R3	78296.9703	43060.1539	101997.99309999999	70282.0289	69833.2481	36145.0807	74821.2201	53640.4532	74599.3233	33714.8766	63261.6538	316.9326	381.2717	0	0	0
Q8K1R7	24794.115700000002	17930.1338	23680.836900000002	21415.4712	16866.034	18691.5703	20354.1284	14442.729	23779.466800000002	14154.8212	17218.0186	0	0	0	0	0
Q8K1X1	30574.2975	25361.1279	39161.7089	33310.9571	26256.9677	24097.144200000002	31089.069	28848.354	29226.5608	21043.8	23832.3499	0	0	0	0	0
Q8K1Z0	37513.1606	25434.2536	52289.0342	39783.9179	42596.815500000004	16783.5282	47569.288100000005	29070.439	41505.6309	17568.9121	45313.7163	0	0	0	0	0
Q8K205	22074.8213	18388.8177	29041.616199999997	24728.046199999997	21337.9924	20118.1708	22542.004100000002	18741.0137	25851.521	16831.1826	19316.3309	885.5359	463.151	0	0	0
Q8K212	17085.4351	14326.2873	21732.6123	14933.7612	14630.0572	20891.692900000002	14619.1184	12766.7136	18578.643	12534.706999999999	13535.0349	797.5735	0	0	0	0
Q8K221	11120.7317	7997.07	13732.05	13609.3098	9833.8882	19931.6504	10783.782200000001	12055.5391	10408.7112	11233.838800000001	8360.5625	0	0	0	0	0
Q8K224	14426.6328	12293.024399999998	18043.4122	13980.2937	14611.739	13872.665500000001	17139.9634	13949.8262	14706.881099999999	13540.698	12786.328399999999	0	0	0	0	0
Q8K268	40138.6114	32139.3453	51533.5883	40085.5044	35980.3725	36776.9889	39250.566	33194.5356	42797.5034	26470.9536	31212.5287	0	247.0685	0	0	0
Q8K273	3367.1446	3043.0765	4925.3142	4083.5834	3251.1877	3663.3661	4179.207399999999	3176.0382	3092.7487	2202.6634999999997	3057.7857999999997	0	0	0	0	0
Q8K274	132408.9473	69159.0914	161227.9473	96297.0449	106825.45850000001	50097.6894	120228.8741	68276.1357	119050.5196	44461.9067	96681.2959	0	562.3569	0	0	0
Q8K284	9080.8827	7469.9797	13617.8823	9475.7443	9475.876100000001	7715.1206999999995	8550.8986	7540.8589	10840.9463	6503.7952000000005	7218.327499999999	0	0	0	0	0
Q8K296	9962.228	7107.2698	11838.433099999998	9325.3369	6845.1579	6273.855	9541.236799999999	6401.5537	9281.3008	5764.9594	7324.1147	0	0	0	0	0
Q8K297	10176.1532	15434.052	14522.713800000001	16257.043699999998	10737.347399999999	13633.8348	11243.7134	13873.2255	12731.2202	15357.3463	9476.1322	0	0	0	0	0
Q8K2A7	8261.498	7462.1611	11042.8457	8893.8252	7178.7295	11857.4502	8549.9502	8784.5674	9390.6885	8756.4541	6720.5132	316.8023	0	0	0	0
Q8K2A8	24081.8711	15353.6279	33220.5283	25384.7344	18884.446300000003	15716.918000000001	25721.2978	19500.6031	25562.1611	15552.936099999999	18756.5605	0	484.9428	0	0	0
Q8K2B3	677054.2005	351487.3645	861294.6321	581205.1034	578840.3279	274088.5983	680383.8152	395222.5759	676554.9523	245345.4798	586425.4932	2680.2871	4309.5646	0	0	0
Q8K2C6	58441.9209	34767.5951	71435.4737	45561.5352	47426.7397	28958.8939	52415.627700000005	31836.4035	56164.6932	26986.0498	46207.814	1066.7589	0	0	0	0
Q8K2C7	48879.9764	38417.1232	61880.81	52820.8277	40089.5519	36135.4254	47317.8512	40014.6067	47622.7962	34338.1411	39025.3918	1512.7446	0	0	0	0
Q8K2C9	56128.163	28557.045899999997	70209.9707	44879.3007	47945.443400000004	28067.4658	56592.3984	37558.4658	53492.28999999999	21627.5542	48481.5079	859.4468	1207.5193	0	0	0
Q8K2F8	25189.2575	22692.6939	33146.8691	28247.103	22688.0351	22113.649699999998	27435.623	20384.1889	29016.5101	20759.0991	20019.8757	329.7753	0	0	0	0
Q8K2H2	10848.7656	8101.4658	16413.0996	9105.0938	11309.7422	9814.3418	13232.9922	8340.9824	13053.3086	8856.9766	8940.958	0	0	0	0	0
Q8K2I3	64163.3135	37955.3223	91946.4043	60008.6139	57096.0142	31387.668899999997	65275.8292	38135.8606	66136.56109999999	22398.7167	56369.8042	0	0	0	0	0
Q8K2I4	44521.7207	42825.0828	65035.1257	54030.0723	53615.2024	106089.76509999999	43204.2902	54104.1863	47699.9288	42222.445100000004	46588.5373	0	0	0	0	0
Q8K2K6	10839.931400000001	9126.9914	15896.2866	12163.2205	10285.1602	9351.739099999999	12516.1973	8976.6941	12347.1402	7048.747300000001	10427.4143	0	0	0	0	0
Q8K2L8	1319.6884	576.3351	1334.2537	943.2908	946.4574	439.2007	1150.5671	980.1451	1571.5741	449.3154	880.264	0	0	0	0	0
Q8K2M0	24515.5312	13329.4629	35478.3047	23633.1504	20559.875	8472.873	25287.8164	19015.4043	22502.2422	10576.4053	21201.1074	467.1325	502.9269	0	0	0
Q8K2Q0	27239.658199999998	17707.933100000002	34094.4532	27631.0605	23113.9697	19735.3257	26030.2529	21821.7251	25622.6524	16907.2065	22096.9453	292.0747	305.438	0	0	0
Q8K2Q5	2882.5449	2602.0674	4479.2666	3341.3181	2343.105	2615.5146	2661.0247	2925.2341	3328.8508	2220.8467	2336.9324	0	0	0	0	0
Q8K2Q7	27610.4404	30083.8808	38708.4883	32883.496100000004	25721.2177	35585.9766	28769.4775	27721.5947	28689.7588	28704.1084	24616.9248	605.972	586.0719	0	0	0
Q8K2Q9	7046.233700000001	8146.2068	11628.488	10210.7127	8134.8767	9221.564699999999	8219.8658	9478.1377	8853.4966	9904.4782	6480.938300000001	438.1973	0	0	0	0
Q8K2T1	5083.6558000000005	6106.1152	7599.0874	6789.9609	4611.7363	4827.1138	4806.3135	5782.3716	6197.374	5507.3535	4236.7383	0	227.5338	0	0	0
Q8K2T4	16036.4004	8428.6797	20545.4883	12543.0361	12315.5732	6939.3721	15521.6631	9198.832	16629.7344	8321.0986	13219.0996	526.6937	381.5018	0	0	0
Q8K2T8	23750.840799999998	19006.2563	34029.3628	27074.6519	23728.7347	20107.1963	25652.0976	22292.7383	26094.763100000004	22689.9106	20908.6411	643.6824	653.7446	0	0	0
Q8K2V1	11738.9375	11091.9658	15589.9355	11218.8672	10215.1523	14037.957	11075.9746	10436.7197	11183.6494	10614.4268	8513.2861	0	0	0	0	0
Q8K2V6	6330.8813	5546.5142	8422.1699	6681.6152	5369.8979	4236.4531	6272.082	4533.5649	6860.418	4056.572	4472.4858	305.0395	0	0	0	0
Q8K2X3	5587.1636	4280.5293	8422.2705	5258.1694	4087.0244	4345.9316	4458.0396	4637.8936	5915.4009	3659.0813	3950.1792	0	0	0	0	0
Q8K2Y7	60715.3765	40037.8638	88587.4327	64751.7935	62405.5083	33813.4663	65541.1577	56436.9272	65654.91649999999	34393.98	66495.2822	0	484.839	0	0	0
Q8K2Z8	1481.4335	1291.9458	1792.2931	1491.6825	1583.601	959.2034	1316.7128	1864.2649	1189.7184	923.4244	793.8591	0	0	0	0	0
Q8K301	5729.3452	4187.2939	7429.5298	5450.5342	5448.0688	4513.1382	5415.543	3414.7246	6537.8584	4542.4761	4483.3765	0	0	0	0	0
Q8K304	9066.4702	8076.1304	10839.1651	8481.310300000001	7310.019	6002.308800000001	7721.015600000001	7597.8025	8047.771699999999	5080.8843	7170.8223	0	0	0	0	0
Q8K310	76842.3862	57698.8421	104397.0745	73878.5174	67239.7453	58548.0461	74172.7761	65616.1312	84462.809	55293.3401	68102.173	1197.6390999999999	0	0	0	0
Q8K327	21521.4922	14707.4307	29987.718800000002	21534.088799999998	17617.7457	14783.5176	21006.038099999998	16747.3867	22044.091800000002	12805.4527	16161.006399999998	501.8894	591.8597	0	0	0
Q8K330	4339.9141	4317.0752	5721.3584	5078.1025	3469.5515	7142.2095	4707.6768	4210.3052	4480.1362	4424.501	2538.0767	0	0	0	0	0
Q8K337	38000.297	26376.2908	46630.3066	34385.1277	33328.2797	45821.2944	37181.2432	29656.516799999998	36888.6763	21055.9725	31207.1069	0	698.8234	0	0	0
Q8K354	22790.797899999998	21473.8955	29178.574200000003	25295.277299999998	20939.5913	59890.414099999995	20413.4775	18549.8936	23338.2465	20637.6865	20540.238299999997	0	0	0	0	0
Q8K370	82113.8789	48509.3086	98957.3139	72459.762	68113.188	44011.0665	82939.043	57758.166	79123.5758	34984.958	72801.6035	299.9974	511.2566	0	306.4747	0
Q8K371	3368.9387	3548.7559	3823.8433	4267.9839	2630.5691	3976.5581	3584.5508	3491.7063	3935.1133	3642.8611	3042.0635	0	0	0	0	0
Q8K382	22188.9512	15650.7546	28923.5429	24105.1046	19257.125500000002	16758.067900000002	20537.6572	17564.0361	20159.8452	14604.8706	17643.1944	318.5275	471.5131	0	0	0
Q8K385	2188.4768	1863.2073	2070.8379	2178.9246	1610.5039	1870.2428	1544.1274	1712.6681	2142.6445	1482.1967	2061.0139	0	0	0	0	0
Q8K394	2090.6013	1911.6835	3067.9951	2042.7108	1434.1072	1486.3657	1420.9255	1643.7839	1307.942	1355.9298	1707.0917	0	0	0	0	0
Q8K3A0	47909.1455	23223.1865	63790.4248	37101.960399999996	39774.854	13744.942000000001	46891.4844	25382.2934	45073.813500000004	14599.710200000001	40043.8681	562.331	1249.9231	0	0	0
Q8K3A9	7013.4912	5785.4209	8903.9814	7327.3613	5895.2437	6916.8213	6662.9082	6713.5977	7049.7485	5375.9883	5014.0122	0	0	0	0	0
Q8K3C3	28565.2095	18012.9819	36263.3686	22368.5341	20834.8495	21123.3099	25663.1681	19493.2657	25392.7417	16851.7887	18980.9902	889.0644	0	0	0	0
Q8K3F6	48904.832	21682.0273	53261.3906	35162.5391	36422.6094	17096.4414	42066.8438	22150.9375	45317.3438	14178.6514	34664.7891	0	570.7128	0	0	0
Q8K3G5	32288.1923	29929.200699999998	47596.52	37673.1726	31567.3164	27574.2488	34338.0035	32973.4329	34710.6086	27687.3046	25604.188000000002	459.5902	541.9208	0	0	0
Q8K3G9	8588.4004	6779.2275	9124.1396	8972.8643	9114.1094	7101.9937	8501.8779	6730.8003	7798.1934	5107.7656	7583.8364	609.374	0	0	0	0
Q8K3H0	46724.6782	41410.5739	63848.3156	48481.5987	43650.4331	42825.3882	46242.735	40902.0637	49079.602	33549.4703	38822.0459	1135.0479	1459.3115	0	0	0
Q8K3J1	142912.9135	72916.8137	191243.2076	96013.99590000001	128655.4057	42099.2897	137049.171	85762.5641	137947.83550000002	40865.9609	120164.3022	798.3146	1139.2954	0	0	0
Q8K3K8	31546.4746	23688.1816	43577.0117	27164.377	30909.9375	20063.0098	34356.875	25522.1777	33851.6445	17846.8828	28197.7852	879.9113	1008.5856	0	0	0
Q8K3W0	33145.5823	24395.331	42272.698300000004	29181.6716	25947.1484	25300.7072	31095.4306	25682.1906	33148.0776	18992.8495	25904.2175	293.9485	312.896	0	0	0
Q8K3W3	11079.9467	9350.5176	13765.438900000001	12392.25	9201.5403	10718.4648	8879.293	9794.6226	10605.271	8948.9277	8083.5051	0	0	0	0	0
Q8K3X4	5990.3252	8614.6641	8372.8623	8418.4287	6677.0059	10201.7695	6527.6992	6848.5996	8791.4453	8534.4795	5551.2642	351.7576	0	0	0	0
Q8K3X6	199957.8735	109545.9187	243547.2429	209272.9919	166735.5698	66900.1695	188779.9484	160512.6753	163921.6895	84723.57669999999	156899.1426	1118.2811	1374.9947	0	0	0
Q8K3Z9	2188.0581	1991.5604	3301.4026	2086.113	2137.4431	2902.8816	1871.0737	1814.1738	2043.8273	1727.1628	1595.1774	0	0	0	0	0
Q8K411	136275.6348	97558.1783	172861.8225	124214.4892	129813.5291	91768.7348	135622.7831	103494.2653	137208.1737	83321.0733	110293.5758	1143.1503	1255.1826	0	0	0
Q8K4F5	94460.0488	44203.5889	120415.8926	70011.9697	74551.3612	32435.370600000002	89021.3848	51797.5434	86931.4394	32832.0947	79948.8036	0	1877.5391	0	0	0
Q8K4F6	876.0852	1360.5835	1464.7032	1080.3184	1028.3801	797.6927	1066.3688	866.766	1247.5664	1008.9272	892.1481	0	0	0	0	0
Q8K4G1	12772.0715	18472.9862	18857.571799999998	22029.1606	14095.0828	27983.846	17655.3791	16392.8004	18591.3506	20828.1289	13818.4883	429.4944	0	0	0	0
Q8K4G5	8835.5427	6924.6853	12751.2734	8105.961899999999	6631.7844000000005	6147.1946	6953.9966	8415.4812	5319.0789	5470.6311000000005	5616.7198	0	0	0	0	0
Q8K4H1	41101.5496	21579.2147	47508.8961	31349.660900000003	37369.7983	16778.8148	37926.5183	23326.857200000002	38547.258499999996	15567.3851	33481.9519	0	0	0	0	0
Q8K4I3	2396.8367	3115.5198	4193.2407	3558.5908	3011.3425	3930.1641	2756.2849	2292.6353	3605.0928	3177.6499	2239.4238	0	0	0	0	0
Q8K4K6	9690.5664	6807.1264	12580.470000000001	9499.815999999999	8062.8168000000005	6540.8485	10939.2044	6244.2366999999995	9424.354	4969.0963	7421.1772	0	0	0	0	0
Q8K4L0	18983.6401	18007.706	23453.266600000003	20956.3594	15566.3511	20889.9116	18920.0405	15991.4526	21169.1211	17458.2871	16389.1831	625.2586	568.7443	0	0	0
Q8K4L3	35299.9695	33910.726	46932.6153	39408.3799	28586.0151	38889.3538	36829.7077	32334.0029	39419.2755	34911.876	31946.392799999998	778.6837	0	0	0	0
Q8K4M5	2225.7864	2399.7661	3752.613	2573.9741	2734.416	1700.0602	2146.6577	1996.8617	2514.6826	1426.5757	2315.5945	0	0	0	0	0
Q8K4P0	22313.2686	19571.1659	30107.2685	25804.9004	22151.375	19919.3223	22876.355000000003	16710.860399999998	26332.8779	17658.788099999998	19898.5327	0	340.0974	0	0	0
Q8K4Q0	12438.0689	11028.2969	15196.4038	12441.606600000001	10456.1875	8956.1682	11114.172999999999	10428.9899	11867.508	8345.8559	8713.3866	316.1177	0	0	0	0
Q8K4R4	17422.3691	14156.4058	24808.3428	19401.3125	15216.734400000001	17238.0879	17055.2022	14782.4048	19234.202100000002	12056.311099999999	14629.803199999998	0	0	0	0	0
Q8K4Z3	45052.5743	25653.0078	50380.0147	38169.8447	31500.147399999998	25890.7265	48527.6826	28885.2539	46298.6963	20479.2412	37084.2998	292.7866	233.9642	0	0	0
Q8K4Z5	36310.2911	32152.7852	46897.1543	39906.959	32569.336900000002	36317.6524	27895.291	35726.9697	37551.5703	33974.0967	29723.2568	757.3103	0	0	0	0
Q8QZR5	42161.46	36191.2783	50026.0513	52669.9185	37131.5722	25015.7768	41034.7339	45125.727100000004	40765.2779	29736.6392	35738.1645	335.8914	240.194	0	0	0
Q8QZS1	75453.7027	42979.4386	114971.1627	82248.69	70510.5986	27610.1607	83415.9848	55319.8325	81210.3052	31543.2056	72732.7984	0	627.2944	0	0	0
Q8QZT1	541595.3876	330154.8002	746803.5464	552810.7954	439793.4183	202732.0545	562858.5727	381878.2387	563999.6042	220162.9761	458101.1018	4866.2229	7979.8026	0	0	0
Q8QZT4	6724.4976	4172.1875	8469.5557	7223.5005	6215.3828	4921.8931	6363.105	5050.7407	6760.228	4430.9121	6380.0034	0	0	0	0	0
Q8QZV7	5022.5171	3590.5857	6909.7959	5076.5889	3597.5728	4032.4541	5504.6177	4355.5269	4729.3564	3063.4028	4101.7075	0	331.2455	0	0	0
Q8QZW3	9610.8369	2797.6619	10402.249	8139.3394	7828.0752	2441.7698	7592.6343	3813.887	6645.3477	1328.0052	8046.2158	0	0	0	0	0
Q8QZY1	34614.7022	25015.3588	40935.2441	29209.055699999997	29526.036699999997	22711.349599999998	32559.791500000003	27533.2641	31767.2163	22426.497600000002	26184.961	575.451	429.506	0	0	0
Q8QZY2	96100.9246	50223.7458	145870.3173	108205.5157	92263.21770000001	31147.5461	120019.4369	78686.7218	99659.3946	41646.7265	113051.417	563.0302	2047.0671	0	0	0
Q8QZY6	7126.1138	3925.5232	8537.7715	5807.0884	5412.0239	2712.8457	4377.1729	5709.9771	6355.8379	3065.9282	3598.9556	0	0	0	0	0
Q8QZZ7	52239.725600000005	34737.709	64568.403300000005	51590.695400000004	44453.942299999995	45048.0693	48745.2764	41074.4785	53471.417	35285.689399999996	40936.8769	518.5302	439.6854	0	0	0
Q8R000	30697.6455	11572.376400000001	33244.5976	21843.4843	33888.3477	7173.5615	29452.850599999998	17555.3951	22664.3574	6605.2053	22883.911099999998	0	337.4853	0	0	0
Q8R001	31333.639600000002	17258.354	40028.7959	23900.8623	30305.920899999997	14547.6758	30620.2207	21668.1406	31064.2422	13278.2212	25816.3194	0	0	0	0	0
Q8R010	26519.6943	21638.6843	36379.2722	24115.710600000002	24256.0758	21105.7643	29396.6751	22870.0736	28299.8898	17817.478	24181.509299999998	0	0	0	0	0
Q8R016	113212.2231	86299.36989999999	147654.7609	115052.2492	102975.4157	78113.2837	116820.087	96267.8581	117086.11110000001	75010.5112	101723.8985	2628.3181	2976.5879999999997	0	0	0
Q8R035	26870.323399999997	17557.2279	37012.165	27807.645	27152.8641	11757.725699999999	28223.258800000003	22788.5773	26084.8049	14311.3526	27602.782499999998	0	0	0	0	0
Q8R050	21647.7307	13694.8091	31711.071799999998	22291.3208	15776.2519	11394.930400000001	21116.7622	12463.5583	22316.2173	12981.0493	19444.0157	0	0	0	0	0
Q8R081	112296.3063	104812.3019	155690.6189	131767.6652	106389.4579	116149.6925	113707.2968	104819.574	122079.1088	106956.628	106181.743	720.1818	1987.8073	0	0	0
Q8R086	107805.1591	52070.8482	131666.5413	73276.4897	103581.4818	31393.8721	105363.69	55410.4452	97317.0771	28881.9563	84369.7721	0	419.3105	0	0	0
Q8R088	31444.9101	27036.3741	36450.236300000004	30790.249	27258.9277	27842.9375	31197.1055	26942.586	32468.786099999998	25225.8115	24862.6924	525.3138	0	0	0	0
Q8R092	9610.3926	4975.9102	13018.1787	8600.5293	7834.0962	4818.5029	10641.8779	6178.7969	9754.1445	3957.5537	7161.8315	431.76	0	0	0	0
Q8R0A0	36570.6262	32789.827600000004	46276.6026	39912.5643	35332.9297	35899.5042	36841.332	30967.8874	38816.2618	30134.696600000003	29564.7827	1057.1444	0	0	0	0
Q8R0F6	19102.1227	14648.7569	23500.042	17482.6162	18594.9385	17981.892200000002	18840.6208	16430.0215	19041.1797	12842.078099999999	14168.2261	0	510.4508	0	0	0
Q8R0F8	72664.4388	35042.7462	87263.4685	58776.9748	59079.5434	21982.5848	67257.0541	45913.721	64014.3887	21520.665	60507.9292	0	338.368	0	0	0
Q8R0G9	11994.6445	9391.762200000001	16493.623	13637.0943	9580.3945	11749.0108	13770.181199999999	11297.5161	12841.8315	9086.9765	9208.771700000001	0	0	0	0	0
Q8R0H9	100823.3838	76164.4051	132903.1667	92267.3916	87863.0067	70030.4612	94987.682	84150.9835	97557.952	64055.6902	79522.6574	544.3116	1119.6451	0	0	0
Q8R0I0	40992.9617	25578.5292	53895.2119	52499.0613	23247.621900000002	15964.4963	36899.1275	40558.8008	42015.7694	20750.2009	36211.8818	0	468.8794	0	0	0
Q8R0J7	9213.0527	9117.0361	11468.4307	8394.9629	7443.8579	8402.8535	9301.0527	6530.0078	10273.1719	6411.5166	6877.0337	691.477	0	0	0	0
Q8R0L9	5787.521	4247.6553	7139.8257	6011.8979	5141.543	4166.2783	5513.1577	3964.2241	6269.3965	3137.8943	4763.957	0	0	0	0	0
Q8R0N6	40237.2227	20456.3124	58712.180199999995	46299.2754	48837.0772	13253.8576	62570.4128	32147.0269	50250.8387	16472.3786	62748.807100000005	898.4123	1450.4705	0	0	0
Q8R0P4	3786.4358	2413.929	5335.5488	2759.7505	2660.9026	2151.7166	3463.0564	2168.657	2843.9883	2145.0686	1963.3328	0	0	0	0	0
Q8R0S2	21675.810700000002	16439.3193	27432.864999999998	22004.6611	20922.6227	14802.8203	24075.4387	15567.2226	23190.139199999998	12389.955	16545.5246	263.445	305.0058	0	0	0
Q8R0S9	37343.795399999995	19999.2102	53759.7158	33078.1704	41746.8583	15146.356	45656.8814	21917.558800000003	37325.9322	14978.3686	35227.899900000004	297.5877	470.6392	0	0	0
Q8R0W0	10000.1026	12805.2837	13628.4043	12390.4888	7535.6053	17692.8025	8194.3519	9962.4057	12973.558	12889.1144	7326.0291	480.0216	0	0	0	0
Q8R0X2	5230.8545	4397.1895	7188.0361	6601.8232	4635.4209	4911.7524	6026.2173	4271.4136	6062.6372	3922.9797	5426.4453	344.4368	0	0	0	0
Q8R0X7	24946.0596	26125.4669	31357.0617	31778.1226	20100.6699	30855.0875	20456.5062	27582.3231	25867.873499999998	24433.3371	19085.129999999997	574.8328	0	0	0	0
Q8R0Y6	417311.6235	227907.911	517863.8478	353341.8254	343383.5292	171143.4181	434533.86340000003	250900.527	392736.5693	148590.54	360883.1417	2533.7	6774.222299999999	0	0	0
Q8R0Y8	24003.5511	10838.178	27937.3154	19582.877500000002	20521.5706	6832.4133	22597.2971	13475.1993	20574.7934	6420.2958	19484.7156	0	0	0	0	0
